Author,Rating,Review,Restaurant,Location
Ching Huian,"Rated 5.0 out of 5,",I love the chilly atmosphere here plus the the beautiful opera music background music absolutely lift up your mood,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
victoria Kerk,"Rated 4.0 out of 5,",awesome dining experience but the food ntg to shout about,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Eric Wong,"Rated 5.0 out of 5,",Ipoh the only fine dining and cave restaurant. Great food and environment.,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Lim Ju Meng,"Rated 5.0 out of 5,",Great flavour,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Angeline Kaur,"Rated 4.0 out of 5,",Good,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Teng Lee,"Rated 5.0 out of 5,","(Translated by Google) Delicious, beautiful environment🌹(Original)好吃，环境很优美🌹",Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Zona kacamata,"Rated 5.0 out of 5,",(Translated by Google) the price of five-star quality five foot(Original) …More(Translated by Google) the price of five-star quality five foot(Original)harga kaki lima kwalitas bintang lima,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Russell tht,"Rated 5.0 out of 5,",(Translated by Google) Insanely delicious restaurant. Good wine(Original)めちゃくちゃ美味しいレストラン。ワインうまい,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Aems L,"Rated 5.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Jay Jay,"Rated 5.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Tracy Lim,"Rated 5.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Louis Khoo,"Rated 4.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Chris Laurent,"Rated 5.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
sayang forever,"Rated 5.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Stuart Philby,"Rated 5.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Chun tat Hung,"Rated 4.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
花美男MsHandsome,"Rated 1.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
ngcindy ng,"Rated 5.0 out of 5,","(Translated by Google) The environment is beautiful and comfortable, the food is delicious, recommended ⭐️⭐️⭐️⭐️⭐️ …More(Translated by Google) The environment is beautiful and comfortable, the food is delicious, recommended ⭐️⭐️⭐️⭐️⭐️(Original)环境优美很舒适，食物也蛮好吃，推荐⭐️⭐️⭐️⭐️⭐️",Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Edison Lew,"Rated 5.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Ricky C,"Rated 5.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
David Wong,"Rated 5.0 out of 5,",,Jeff's Cellar,"1, Persiaran Lagoon, Sunway 3, Ipoh, Perak"
Vaishu Rajendran,"Rated 3.0 out of 5,","This is a fine dining restaurant and hence you must make a reservation to dine here. Especially during the peak hours.  The dishes we ordered were absolutely mouth washing. We really enjoyed the meal.  The only reason they are getting a …MoreThis is a fine dining restaurant and hence you must make a reservation to dine here. Especially during the peak hours.  The dishes we ordered were absolutely mouth washing. We really enjoyed the meal.  The only reason they are getting a three stars instead of five stars are definitely for their service.  The first reason was the waiter took away our plates without asking. One of the plate which they took away wasn't empty. There were still some paneer and gravy. They were in a rush to clear our table. Secondly, the toilet wasn't very clean. We went quite early and it wasn't packed and didn't expect it to be dirty. Otherwise, the restaurant is totally recommended for Indian cuisine.",Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Arina Zhen,"Rated 5.0 out of 5,","The most glamorous Indian restaurant that I have ever visited. The staffs are trained well, polite, friendly, and found that the welcoming staff is very helpful. …MoreThe most glamorous Indian restaurant that I have ever visited. The staffs are trained well, polite, friendly, and found that the welcoming staff is very helpful.The food taste is outstanding. I ordered vegetarian briyani rice, I love the little spicy feel on the food, was on point and couldn’t move on with it. Definitely will come to visit again, to try the others veggie menus.",Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Jasmin mohd-zain,"Rated 5.0 out of 5,",A very nice bungalow with exclusive feel about the dining area. Staff are attentive and very polite. Parking is a breeze..10 points ! …MoreA very nice bungalow with exclusive feel about the dining area. Staff are attentive and very polite. Parking is a breeze..10 points !Food was very delicious by our palate tastes. Just nice not too spicy and enough variety. Have some masala tea at the end of your meal..a perfect ending to delightful dining.,Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Jayasri Ravichanthiran,"Rated 4.0 out of 5,",I had a pretty good experience at this restaurant.I made a reservation for dinner with my partner one day and we were able to enjoy our dinner here. Please be advised to make a reservation earlier as we saw …MoreI had a pretty good experience at this restaurant.I made a reservation for dinner with my partner one day and we were able to enjoy our dinner here. Please be advised to make a reservation earlier as we saw that most tables were reserved for the night.We ordered the Hyderabadi Gosht Briyani which is basically their lamb briyani. The briyani was absolutely delicious and we would have ordered more if it wasn't for us being too full.We also ordered the Butter Chicken which was pretty good and the fried cauliflower which was not really nice... it tasted like it was fried much earlier. Please do order the mango lassi as it was really tasty!,Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Ng Ee Ven,"Rated 5.0 out of 5,",Pros- imported spices- enviroment superb. …MorePros- imported spices- enviroment superb.- services superb- lots of parking space.- well maintained.This restaurant serve great food. Thumbs up to the chef. Food served hot and super delicious. Price reasonable with great food and superb services. We booked a room for 12pax ... ensuite with toilet and a special waiter to served us with smiley face and very helpful too.,Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Vimal Rathakrishnan,"Rated 4.0 out of 5,","Good food selection, tasty Indian foods, and a great environment.",Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Manoj kumar,"Rated 3.0 out of 5,",Good food but not up to indian standard i cant feel eniff indian spice in their food and its too blend but restaurant ambiance is too good,Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Secret Moments,"Rated 5.0 out of 5,",Nice foods with comfort environment in Tandoor Grill.Reasonable price with private parking,Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
J-lin Wong,"Rated 5.0 out of 5,",Nice food and nice service. The food taste great. The kashmir naan is rly delectable.,Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Tamilarasan Rajamanickam,"Rated 5.0 out of 5,","Excellent service, environment and food. Probably in the top 3 indian restaurant for me in the country, and i have been to plenty. Had a vegetarian meal, but will try the non vegetarian dishes my next visit. The cocktail was excellent too.",Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Marcus Liu,"Rated 5.0 out of 5,","Few friends told me the Ipoh branch is better than the KL one and I didn’t believe them… wow I should have! The food the dedicated building the atmosphere was all better than the KL branch.. The food was simply better in taste and texture. …MoreFew friends told me the Ipoh branch is better than the KL one and I didn’t believe them… wow I should have! The food the dedicated building the atmosphere was all better than the KL branch.. The food was simply better in taste and texture. The grilled prawn were fresh and tasty, the chicken briyani was moist and just spicy enough. The building gave the place a sense of occasion for a special night out with friends and family..  the interior continued with the same special experience from the outside… the lighting the table settings and the staff make it wonderful",Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
paresh thakkar,"Rated 3.0 out of 5,",The staff is not very keen or accomodating. Had to wait for over 20 mins for giving my order while the staff members were all lined up at the bar counter. Odd sight! The food was good so it did make up for that somewhat. …MoreThe staff is not very keen or accomodating. Had to wait for over 20 mins for giving my order while the staff members were all lined up at the bar counter. Odd sight! The food was good so it did make up for that somewhat.The manager / owner seemed to be the most practical and understanding of the lot. Kudos to her for keeping it all together!,Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Luqman Zaharin,"Rated 5.0 out of 5,","Exclusive fine dining spot for Indian cuisine lovers. Had the masala briyani, naans with prawn vindaloo, gobi manchurian and malabar fish.",Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Annnie Heng-suan,"Rated 4.0 out of 5,","This place is a great restaurant indeed. The environment here are so cozy and luxurious. I like how their staffs wearing a cool looking outfit. This restaurant is perfectly neat. There were no dirt at all when I visited here last time. This …MoreThis place is a great restaurant indeed. The environment here are so cozy and luxurious. I like how their staffs wearing a cool looking outfit. This restaurant is perfectly neat. There were no dirt at all when I visited here last time. This is what I’ve expected from this grand Indian restaurant.They serve all kind of Indian cuisines that are just right for my appetite. As I said earlier, the menu here are so wide with various kind of Indian foods and drinks. They were specially prepared by their professional chefs. They are kind and friendly too. I’ve taken a lot of pics of them and the foods here. The price are affordable for most people and I think this is somewhat worth it to eat here. I also think this restaurant is a right place to have dinner with someone special or any dinner events. You can easily reserve a VIP room or a table with just a call or email to this restaurant. My favorite food here are the kebabs. They are so juicy and very tasty. There are two types of kebabs here and that is chicken and lamb.They also has drink bar and sweets bar which is so rarely seen in Malaysian restaurants. I’m very impressed by their creativity. I like it when the bartender mix the drinks with his skills. It looks so awesome. I’m sure there are mostly professional chefs worked at this restaurant. The foreigners are commonly seen here. Maybe because of this restaurant reputation?You don’t have to worries about car parks here. There are so many park lot here. There are valet to but their services are mostly for VIP customers. They also has delivery service for nearby residential area.",Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Koorosh Chehrazi,"Rated 5.0 out of 5,",Food is superb... Legit Indian cuisine with reasonable prices,Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
Rekha Doraisingam,"Rated 5.0 out of 5,","The restaurant has ample parking space and great ambience. Good place for private parties as they have private rooms. Food is delicious and affordable. The panner butter masala was really tasty. I was a little put off when one of their …MoreThe restaurant has ample parking space and great ambience. Good place for private parties as they have private rooms. Food is delicious and affordable. The panner butter masala was really tasty. I was a little put off when one of their staff took the food away without asking us first. Other than that, the restaurant is really recommended for good North Indian cuisine in Ipoh.",Tandoor Grill,"9, Jalan Chin Choon Sam, Ipoh, Perak"
