Author,Title,Review,Rating,Dates,Restaurant
"vikneshbmwPort Dickson, Malaysia",The worse chicken rice ball in melaka . Don't go. ,"This shop previously is the famous chicken rice ball shop. . But nowdays the worse . The chicken is tasteless, rice ball not hot at all ,its chill . And the price like eating gold. . Very small portion. Terrible shop. Not even have place to sit relax and eat becouz ppl are q to come thia shop. Im sure all of them are new to this shop. . Please avoid this shop. You giys can fine more better rice ball shops in melaka city and jonker. Show less",2,Reviewed 27 September 2019 ,EeJiBan Chicken Rice Ball Halal
neenakady,Nice Food. Friendly Host.,"Visited Melaka over the weekend. Went there at night, for take away, queue was short. The host, 1 gentleman suggested a perfect potion for us to order for a family of 6pax. Food was generally great. So the next day, we came back but to dine in. Queue was long, but the wait was not. When we finally got a table, 3 babychairs was already place. We order 3 potions for kids meal, whole chicken for us adults, and about 40 riceball. As we can only order once, hence we tried to order much, but the Sir is experienced enough to tell us to cut on the kids and order altogether-Whole chicken, riceballs and our other order. Well to be fair, orders like riceballs, can drinks, or anything which has already been prepare, you can order it umpteen times. But those that requires cooking/preparation on the spot, you can only order it once. And thanks for the suggestion else we have lots of wastage. Food overall was great. Nothing to complain. Riceball is nice. Kids love it! Our 2 and 3 years old girls sat down and eat silently enjoying her chicken and riceball especially, which us rare. Chicken is good. We had roasted ones. So its crispy and delicious. Loving it! Chilli, can do better, a bit watery and mild spicy. So for a person who loves spicy tangy chilli like me, you will find the chilli so-so. Ambience, quite ventilated, not airconitioned but not hot either. Queue and wait time is well controlled. Service is fast and efficient. Would definitely come back when i visit melaka again.Show less",4,Reviewed 17 September 2019 ,EeJiBan Chicken Rice Ball Halal
"mohdivanhKuching, Malaysia",Eat fast and go,"This famous eating place is supposed to be so popular and busy such that you must be a serious diner who eats fast before you are welcomed there. No additional orders once you have placed your order. So if you realise the serving was smaller than expected, eat, go out and come in as a new customer if you want to order more..Also, no drinking without eating or hanging about. Fast, fast, fast..others want your seats!! Nothing great. Place is lacking in ventilation and suffocating, so rightly so you should eat fast. Naaah..not for me. Eating is an experience and a journey, where no matter how nice the food, you would not enjoy it like this. Even if it was to fill your belly, you need not take this route.Show less",3,Reviewed 15 September 2019 ,EeJiBan Chicken Rice Ball Halal
"KelvinN345Singapore, Singapore",Very disappointed with quality,"We visited this with long queues for lunch on a Sat afternoon. The rice was small and moist, very poor quality. The chilli was the worst part, watery and tasteless. We called the mixed half chicken for RM28, this is the only redeeming factor, taste alright but average only. The rice ball is over rated and so expensive! No more visits for us!Show less",1,Reviewed 9 September 2019 ,EeJiBan Chicken Rice Ball Halal
BeenConned2019,xtremely xpensive.,"The small size rice ball priced at RM0.40 each is really truly and shockingly expensive. The chicken is also much pricer than most restaurants selling the same food. Just because its the only halal restaurant, the owner is taking advantage by selling at exorbitant price. This is clearly cheating the customers. The authorities should take action against this unscupulous seller.Show less",2,Reviewed 6 September 2019 ,EeJiBan Chicken Rice Ball Halal
TJLim,Nice Rice Balls and Chicken,Rice balls and boiled white chicken were quite tasty as usual. Chilly was good. U have to wait and share table if necessary. 2 of us had 20 rice balls as the balls were really small.,4,Reviewed 16 August 2019 ,EeJiBan Chicken Rice Ball Halal
"ElmolitaSingapore, Singapore","Nice food but long wait , can only order once",This restaurant is Halal so it attracts many customers. But the Queue can get really crazy for such a small joint. The rice balls are small fishball sized and delicious. Chicken wise is also not bad. Overall the food standard is good. Just that the queue can kill.Show less,4,Reviewed 31 July 2019 ,EeJiBan Chicken Rice Ball Halal
"WBtravelingJakarta, Indonesia",Had to do takeaway because i ordered too small in qty.,"I come in 2 person, ordered only those in the picture, just curious and wanted to try it, at that moment we've already eaten so we cant eat much anymore, the owner said we cant sit down if we only order those items (5ball, 1set roasted chicken). from the overall taste it was ok but not that amazing.Show less",3,Reviewed 23 July 2019 ,EeJiBan Chicken Rice Ball Halal
auraee,overrated ,"This chicken rice shop is overrated, the soup we order tasteless and also the rice and chicken i dont think is delicious. There are other options better than this.",2,Reviewed 12 July 2019 ,EeJiBan Chicken Rice Ball Halal
Angelin C,Not bad food,"The boss was friendly and approachable but not the staff there. Food consider not bad for a halal chicken rice. Chicken is soft and moist, chilli is good! Rice can be more fragrant, more like oily rice. Recommended for halal friends!",3,Reviewed 6 July 2019 ,EeJiBan Chicken Rice Ball Halal
"Van TSingapore, Singapore",Good but v. crowded,"We aimed to avoid the crowd by getting lunch there about 1.45pm. Had to wait about 15 minutes to be seated ... and about 25 minutes before the food came.The chicken rice balls were small ... almost bite size which was good but suggests you need to order more. The chicken was also succulent and tender ... though not outstanding, taking into account the competition. The fried fish was a bit of a ripoff ... the wait staff had recommended it but we didn't find it exceptional -- the price maybe; it was more expensive than the chicken.One note is that they didn't allow/encourage adding to your initial order. I guess something about camping on a seat -- but its a little odd it seemed to not allow ordering more rice balls or chicken.All told its a better bet to eat here than in the Jonker Street Chicken rice ball shops wait wise ... it seems like a tourist trap at teh Jonker Street Chicken rice shops there ... Show less",4,Reviewed 26 June 2019 ,EeJiBan Chicken Rice Ball Halal
"andrewong2024Singapore, Singapore",Not hype and worth the queue!,"I’m from Singapore and chicken rice is one of our national dish so this chicken rice from EeJiBan is really above decent level. Especially in Melaka where there are many rice ball restaurants with most just serving as tourist traps, this was really good. Queue was fast especially if you have lesser ppl. So if you’re in a big group, you likely have to wait longer for a table. The chicken both roasted and boiled tasted succulent. But the boiled one was more tender. Rice ball wise, was fragrant but mainly novelty. I will go for the usual rice serving the next time I’m there. Show less",4,Reviewed 5 June 2019 ,EeJiBan Chicken Rice Ball Halal
"IwanYoeliantoJakarta, Indonesia",DELICIOUS AND GREAT HALAL FOOD,"Coincidencely, my hotel is very near to this shop. I tried before and ordered single portion. The taste is delicious, second time anf more i ordered half roasted chicken, boild chicken and many more. The chicken inside is very juicy and fully cooked. The vegetables are not too salty. Omelette is damn good. They are known and adjust their taste which menu should be salty and not too salty. Food is absolutely healthy. They make not too oily but still keep the quality. Price is consider average exclude service and government tax. If you take away order plain or chicken rice need to additional pay 0.50 cent the plastic box (microwave passes quality). So as my experience, for those people need have to be double rice to eat for 1 person, i suggest tell them the double rice combine together in 1 food container so you may save another 0.50 cent to separate.Show less",4,Reviewed 22 May 2019 ,EeJiBan Chicken Rice Ball Halal
naphthys,Love the chicken rice and rice balls,The chicken rice and the rice balls are so delicious. We had to come back twice to satisfy our craving for this. The chicken was roasted and so tender with the right amount of seasoning. Yummy,5,Reviewed 8 May 2019 ,EeJiBan Chicken Rice Ball Halal
